unixtime,0.3um,0.5um,1.0um,2.0um,5.0um,10.0um,,lat,lon,alt,pm1,pm25,pm4,pm10,rh,t,voc,nox,2pm25,2pm10
1747511401,18353.8,1048.1,228.8,44.2,0,0,,0,0,0,3.2,3.6,3.8,3.9,34.7,24.2,31,1,,
1747512001,18586.5,1169.2,182.7,42.3,0,0,,0,0,0,2.8,3,3,3,34.7,24.2,30,1,2,4
1747512601,18265.4,1050,196.2,28.8,0,0,,0,0,0,3.1,3.3,3.3,3.3,34.7,24.2,30,1,2,4
1747513201,17911.5,1153.8,169.2,40.4,0,0,,0,0,0,2.9,3.3,3.6,3.7,34.7,24.2,31,1,,
1747513801,18350,1086.5,251.9,36.5,0,0,,0,0,0,3.1,3.5,3.7,3.9,34.5,24.2,31,1,2,4
1747514401,18513.5,1032.7,228.8,32.7,0,0,,0,0,0,2.7,2.9,2.9,2.9,34.5,24.2,30,1,2,4
1747515001,18090.4,1163.5,180.8,21.2,0,0,,0,0,0,3.4,3.6,3.6,3.6,34.5,24.2,30,1,2,4
1747515601,17971.2,1186.5,244.2,36.5,0,0,,0,0,0,2.9,3.1,3.1,3.1,34.5,24.2,30,1,1,2
1747516201,18034.6,1090.4,205.8,21.2,0,0,,0,0,0,3.1,3.2,3.2,3.2,34.5,24.2,30,1,2,4
1747516801,18351.9,1278.8,182.7,25,0,0,,0,0,0,3.2,3.4,3.4,3.4,34.4,24.2,30,1,2,4
1747517401,18011.5,1161.5,188.5,23.1,0,0,,0,0,0,2.9,3,3,3,34.4,24.2,29,1,2,4
1747518001,18032.7,1130.8,176.9,28.8,0,0,,0,0,0,3.3,3.4,3.4,3.4,34.3,24.2,30,1,2,4
